Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LANDED HOUSING DEVELOPMENT,"5,500,000","2,846","1,933",Jun-21,JALAN LANA,Resale,Land,264.4,"20,802",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,888,000","3,668.37","1,605",Jun-21,PARKSTONE ROAD,Resale,Land,340.8,"17,277",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"9,550,000","6,550.97","1,458",Jun-21,SUNSET VIEW,Resale,Land,608.6,"15,692",-,Detached House,1,Freehold,21,Outside Central Region,-
WESTVILLE,"1,810,000","2,339.02",774,Jun-21,WESTWOOD AVENUE,Resale,Land,217.3,"8,329",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,400,000","12,901.73",419,Jun-21,BEECHWOOD GROVE,Resale,Land,"1,198.6","4,505",-,Detached House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,600,000","2,430.51","1,481",Jun-21,TEMBELING ROAD,Resale,Land,225.8,"15,943",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"36,000,000","23,423.54","1,537",Jun-21,OLIVE ROAD,Resale,Land,"2,176.1","16,543",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,030,000","2,166.79","1,398",Jun-21,BUNGA RAMPAI PLACE,Resale,Land,201.3,"15,052",-,Terrace House,1,Freehold,19,Rest of Central Region,-
THE SPRINGSIDE,"3,230,000","1,847.1","1,749",Jun-21,SPRINGSIDE DRIVE,Resale,Land,171.6,"18,823",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,668,000","1,592","2,304",Jun-21,ONAN ROAD,Resale,Land,147.9,"24,801",-,Terrace House,1,Freehold,15,Rest of Central Region,-
FRANKEL ESTATE,"4,410,000","3,500.45","1,260",Jun-21,YARROW GARDENS,Resale,Land,325.2,"13,561",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
SELETAR HILLS ESTATE,"3,900,000","3,401.42","1,147",Jun-21,JALAN LEBAT DAUN,Resale,Land,316,"12,342",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"2,750,000","1,492.97","1,842",Jun-21,CASUARINA ROAD,Resale,Land,138.7,"19,827",-,Terrace House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,888,000","4,666.19","1,476",Jun-21,POOLE ROAD,Resale,Land,433.5,"15,889",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,200,000","2,375.61","2,189",Jun-21,GOLDHILL DRIVE,Resale,Land,220.7,"23,561",-,Terrace House,1,Freehold,11,Core Central Region,-
SPRINGLEAF GARDEN,"4,200,000","3,911.64","1,074",Jun-21,SPRINGLEAF LANE,Resale,Land,363.4,"11,558",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
PARK VILLAS,"2,310,000","2,833.08",815,Jun-21,PARK VILLAS RISE,Resale,Land,263.2,"8,777",-,Terrace House,1,99 yrs lease commencing from 1994,19,Outside Central Region,-
PASIR RIS BEACH PARK,"3,600,000","2,400.37","1,500",Jun-21,PASIR RIS TERRACE,Resale,Land,223,"16,143",-,Terrace House,1,999 yrs lease commencing from 1874,18,Outside Central Region,-
THE RIVERINA,"1,900,000","2,152.8",883,Jun-21,RIVERINA CRESCENT,Resale,Land,200,"9,500",-,Terrace House,1,99 yrs lease commencing from 1996,18,Outside Central Region,-
TAI HWAN PARK,"3,050,000","1,700.71","1,793",Jun-21,TAI HWAN DRIVE,Resale,Land,158,"19,304",-,Terrace House,1,Freehold,19,Outside Central Region,-
FORTUNA HILL,"2,680,000","1,857.87","1,443",Jun-21,HILLSIDE DRIVE,Resale,Land,172.6,"15,527",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
BUKIT LOYANG ESTATE,"3,875,000","3,304.55","1,173",Jun-21,JALAN BATALONG,Resale,Land,307,"12,622",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"1,568,888","1,614.6",972,Jun-21,LOYANG VIEW,Resale,Land,150,"10,459",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,800,000","1,852.48","1,511",Jun-21,LORONG PISANG RAJA,Resale,Land,172.1,"16,270",-,Terrace House,1,Freehold,21,Rest of Central Region,-
OPERA ESTATE,"3,880,000","2,611.35","1,486",Jun-21,JALAN BINTANG TIGA,Resale,Land,242.6,"15,993",-,Terrace House,1,Freehold,15,Outside Central Region,-
HENRY PARK,"6,085,000","2,650.1","2,296",Jun-21,GROVE DRIVE,Resale,Land,246.2,"24,716",-,Terrace House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"1,900,000","1,396.09","1,361",Jun-21,HILLSIDE TERRACE,Resale,Land,129.7,"14,649",-,Terrace House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
HILLCREST PARK,"5,700,000","3,149.55","1,810",Jun-21,HILLCREST ROAD,Resale,Land,292.6,"19,481",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
CHELSEA VILLAGE,"3,100,000","1,797.59","1,725",Jun-21,JAMBOL PLACE,Resale,Land,167,"18,563",-,Terrace House,1,Freehold,05,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"7,460,000","4,250.7","1,755",Jun-21,GREENLEAF DRIVE,Resale,Land,394.9,"18,891",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,450,000","1,531.72","3,558",Jun-21,EMERALD HILL ROAD,Resale,Land,142.3,"38,299",-,Terrace House,1,Freehold,09,Core Central Region,-
SEMBAWANG HILLS ESTATE,"2,250,000","1,527.41","1,473",Jun-21,CASUARINA ROAD,Resale,Land,141.9,"15,856",-,Terrace House,1,Freehold,20,Outside Central Region,-
SILVER HILL,"2,738,000","1,642.59","1,667",Jun-21,JALAN NAUNG,Resale,Land,152.6,"17,942",-,Terrace House,1,945 yrs lease commencing from 1936,19,Outside Central Region,-
ISLAND COUNTRY VILLAS,"2,200,000","2,641.49",833,Jun-21,CASUARINA WALK,Resale,Land,245.4,"8,965",-,Semi-Detached House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
NANYANG PARK,"3,188,000","3,078.5","1,036",Jun-21,YIO CHU KANG ROAD,Resale,Land,286,"11,147",-,Terrace House,1,999 yrs lease commencing from 1881,19,Outside Central Region,-
SPRINGLEAF GARDEN,"4,100,000","3,493.99","1,173",Jun-21,SPRINGLEAF AVENUE,Resale,Land,324.6,"12,631",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,500,000","4,491.82",779,Jun-21,BEDOK CLOSE,Resale,Land,417.3,"8,387",-,Detached House,1,99 yrs lease commencing from 2008,16,Outside Central Region,-
LOYANG VILLAS,"1,540,000","1,614.6",954,Jun-21,LOYANG RISE,Resale,Land,150,"10,267",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,050,000","6,542.36","1,383",Jun-21,SUNSET CRESCENT,Resale,Land,607.8,"14,890",-,Detached House,1,Freehold,21,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,150,000","2,721.14","1,158",Jun-21,LORONG 6 REALTY PARK,Resale,Land,252.8,"12,460",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"32,000,000","15,172.93","2,109",Jun-21,CABLE ROAD,Resale,Land,"1,409.6","22,701",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,350,000","1,792.21","2,427",Jun-21,LORONG MARZUKI,Resale,Land,166.5,"26,126",-,Terrace House,1,Freehold,14,Outside Central Region,-
HOCK SWEE HILL,"4,788,000","3,444.48","1,390",Jun-21,BEGONIA TERRACE,Resale,Land,320,"14,963",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,450,000","4,957.9","1,099",Jun-21,FABER HEIGHTS,Resale,Land,460.6,"11,832",-,Semi-Detached House,1,Freehold,05,Outside Central Region,-
SERANGOON GARDEN ESTATE,"3,850,000","2,818.02","1,366",Jun-21,BERWICK DRIVE,Resale,Land,261.8,"14,706",-,Semi-Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
MERA GARDENS,"1,722,000","1,753.46",982,Jun-21,ALMOND CRESCENT,Resale,Land,162.9,"10,571",-,Terrace House,1,99 yrs lease commencing from 1994,23,Outside Central Region,-
HOLLAND GROVE,"3,450,000","2,300.27","1,500",Jun-21,HOLLAND GROVE VIEW,Resale,Land,213.7,"16,144",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"6,280,000","3,304.55","1,900",Jun-21,LUCKY VIEW,Resale,Land,307,"20,456",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
WOODGROVE ESTATE,"1,950,000","3,196.91",610,Jun-21,ASHWOOD GROVE,Resale,Land,297,"6,566",-,Terrace House,1,99 yrs lease commencing from 1993,25,Outside Central Region,-
BEDOK RIA,"2,980,000","1,763.14","1,690",Jun-21,JALAN NIPAH,Resale,Land,163.8,"18,193",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,880,000","2,153.88","2,730",Jun-21,SIXTH AVENUE,New Sale,Land,200.1,"29,385",-,Semi-Detached House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
SELETAR HILLS ESTATE,"3,220,000","3,142.01","1,025",Jun-21,JALAN JARAK,Resale,Land,291.9,"11,031",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,088,000","4,217.34","1,444",Jun-21,CHARTWELL DRIVE,Resale,Land,391.8,"15,539",-,Semi-Detached House,1,999 yrs lease commencing from 1953,19,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"2,118,000",882.65,"2,400",Jun-21,JALAN GEMBIRA,Resale,Land,82,"25,829",-,Terrace House,1,Freehold,13,Rest of Central Region,-
PASIR RIS BEACH PARK,"3,368,888","3,401.42",990,Jun-21,PASIR RIS TERRACE,Resale,Land,316,"10,661",-,Terrace House,1,999 yrs lease commencing from 1874,18,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"23,500,000","16,463.54","1,427",Jun-21,GARLICK AVENUE,Resale,Land,"1,529.5","15,364",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,800,000","3,224.89","2,729",Jun-21,NAMLY AVENUE,Resale,Land,299.6,"29,372",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,500,000","3,332.53","1,050",Jun-21,UPPER CHANGI ROAD,Resale,Land,309.6,"11,305",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
BRADDELL HEIGHTS ESTATE,"8,280,000","5,382","1,538",Jun-21,CLIFTON VALE,Resale,Land,500,"16,560",-,Detached House,1,Freehold,13,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"17,990,000","10,297.92","1,747",Jun-21,CASSIA DRIVE,Resale,Land,956.7,"18,804",-,Detached House,1,Freehold,11,Core Central Region,-
WESTLAKE GARDENS,"4,600,000","3,826.6","1,202",Jun-21,WESTLAKE AVENUE,Resale,Land,355.5,"12,940",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
HONG KONG PARK,"7,200,000","2,447.73","2,941",Jun-21,HUA GUAN AVENUE,Sub Sale,Land,227.4,"31,662",-,Semi-Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"10,490,000","4,835.19","2,170",Jun-21,JALAN TEMPUA,Resale,Land,449.2,"23,353",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,260,000","3,345.45",974,Jun-21,ST. ANNE'S WOOD,Resale,Land,310.8,"10,489",-,Terrace House,1,999 yrs lease commencing from 1875,19,Outside Central Region,-
KIMNAN PARK,"3,120,000","2,569.37","1,214",Jun-21,TAMAN SELAMAT,Resale,Land,238.7,"13,071",-,Terrace House,1,Freehold,14,Outside Central Region,-
THOMSON GARDEN ESTATE,"2,300,000",960.15,"2,395",Jun-21,JALAN ISNIN,Resale,Land,89.2,"25,785",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,250,000","2,971.94","1,430",Jun-21,LORONG G TELOK KURAU,Resale,Land,276.1,"15,393",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
TAI KENG GARDENS,"3,750,000","3,514.45","1,067",Jun-21,TAI KENG GARDENS,Resale,Land,326.5,"11,485",-,Terrace House,1,Freehold,19,Outside Central Region,-
SELETAR HILLS ESTATE,"2,350,000","2,160.33","1,088",Jun-21,JALAN KERUING,Resale,Land,200.7,"11,709",-,Terrace House,1,Freehold,28,Outside Central Region,-
EAST COAST PARK,"5,000,000","2,373.46","2,107",Jun-21,THIRD STREET,Resale,Land,220.5,"22,676",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
RAYA GARDEN,"4,780,000","5,460.58",875,Jun-21,JALAN KELICHAP,Resale,Land,507.3,"9,422",-,Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,100,000","2,119.43","1,463",Jun-21,JALAN ANGIN LAUT,Resale,Land,196.9,"15,744",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"15,352,000","9,415.27","1,631",Jun-21,WATTEN ESTATE ROAD,Resale,Land,874.7,"17,551",-,Detached House,1,Freehold,11,Core Central Region,-
MACPHERSON GARDEN ESTATE,"1,980,000",884.8,"2,238",Jun-21,JALAN SETIA,Resale,Land,82.2,"24,088",-,Terrace House,1,Freehold,13,Rest of Central Region,-
HONG HENG TERRACE,"2,408,000","1,611.37","1,494",Jun-21,THONG BEE ROAD,Resale,Land,149.7,"16,086",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,650,000","1,473.59","3,156",Jun-21,EVERITT ROAD,Resale,Land,136.9,"33,966",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,730,000","1,844.95","2,022",Jun-21,MAKEPEACE ROAD,Resale,Land,171.4,"21,762",-,Terrace House,1,Freehold,09,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"13,000,000","10,196.74","1,275",Jun-21,MELROSE DRIVE,Resale,Land,947.3,"13,723",-,Detached House,1,Freehold,13,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,300,000","4,593","1,154",Jun-21,TOH TUCK TERRACE,Resale,Land,426.7,"12,421",-,Terrace House,1,Freehold,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,030,000","4,476.75",677,Jun-21,WAK HASSAN DRIVE,Resale,Land,415.9,"7,285",-,Detached House,1,99 yrs lease commencing from 2008,27,Outside Central Region,-
VILLA VERDE,"1,820,000","1,614.6","1,127",Jun-21,VERDE VIEW,Resale,Land,150,"12,133",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,750,000","2,200.16","1,704",Jun-21,FABER TERRACE,Resale,Land,204.4,"18,346",-,Terrace House,1,Freehold,05,Outside Central Region,-
THE SPRINGSIDE,"2,918,888","1,847.1","1,580",Jun-21,SPRINGSIDE LINK,Resale,Land,171.6,"17,010",-,Terrace House,1,Freehold,26,Outside Central Region,-
ENG KONG PARK,"4,680,000","3,696.36","1,266",Jun-21,ENG KONG GARDEN,Resale,Land,343.4,"13,628",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,180,000","3,158.16","1,640",Jun-21,SIGLAP ROAD,New Sale,Land,293.4,"17,655",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
WOODLANDS PARK,"4,320,000","5,481.03",788,Jun-21,JALAN BUMBONG,Resale,Land,509.2,"8,484",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,980,000","1,694.25","1,759",Jun-21,ELITE TERRACE,Resale,Land,157.4,"18,933",-,Terrace House,1,Freehold,15,Outside Central Region,-
SERENE PARK,"3,770,000","3,839.52",982,Jun-21,TAMARIND ROAD,Resale,Land,356.7,"10,569",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
LOYANG VILLAS,"1,968,000","2,152.8",914,Jun-21,LOYANG RISE,Resale,Land,200,"9,840",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
PARK VILLAS,"1,738,800","1,614.6","1,077",Jun-21,PARK VILLAS GREEN,Resale,Land,150,"11,592",-,Terrace House,1,99 yrs lease commencing from 1994,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,550,000","1,938.6","1,831",Jun-21,UPPER EAST COAST ROAD,Resale,Land,180.1,"19,711",-,Terrace House,1,Freehold,16,Outside Central Region,-
KEMBANGAN VILLAS,"3,980,000","2,822.32","1,410",Jun-21,LENGKONG TIGA,Resale,Land,262.2,"15,179",-,Terrace House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,000,000","4,993.42","1,001",Jun-21,PONGGOL TWENTY-FOURTH AVENUE,Resale,Land,463.9,"10,778",-,Detached House,1,999 yrs lease commencing from 1874,19,Outside Central Region,-
PAVILION PARK,"3,000,000","1,614.6","1,858",Jun-21,PAVILION VIEW,Resale,Land,150,"20,000",-,Terrace House,1,Freehold,23,Outside Central Region,-
THOMSON GARDEN ESTATE,"2,100,000",993.52,"2,114",Jun-21,JALAN PINTAU,Resale,Land,92.3,"22,752",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"11,500,000","6,162.39","1,866",Jun-21,GREENLEAF ROAD,Resale,Land,572.5,"20,087",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,100,000","1,649.04","1,880",Jun-21,LORONG L TELOK KURAU,Resale,Land,153.2,"20,235",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,700,000","3,010.69","1,229",Jun-21,LORONG 107 CHANGI,Resale,Land,279.7,"13,228",-,Terrace House,1,Freehold,15,Rest of Central Region,-
CORAL PARK,"3,050,000","1,680.26","1,815",Jun-21,PEMIMPIN PLACE,Resale,Land,156.1,"19,539",-,Terrace House,1,Freehold,20,Rest of Central Region,-
SUMMERLEA GREEN,"2,315,000","1,614.6","1,434",Jun-21,KISMIS GREEN,Resale,Land,150,"15,433",-,Terrace House,1,99 yrs lease commencing from 1995,21,Rest of Central Region,-
HOLLAND GROVE,"2,618,000","2,196.93","1,192",Jun-21,HOLLAND GROVE VIEW,Resale,Land,204.1,"12,827",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,350,000","9,599.34",766,Jun-21,TAMARIND ROAD,Resale,Land,891.8,"8,242",-,Detached House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,700,000","5,909.44","1,134",Jun-21,CARMICHAEL ROAD,Resale,Land,549,"12,204",-,Detached House,1,Freehold,13,Rest of Central Region,-
AVILA TERRACE,"2,300,000","1,767.45","1,301",Jun-21,MARIAM WAY,Resale,Land,164.2,"14,007",-,Terrace House,1,Freehold,17,Outside Central Region,-
HONG KONG PARK,"8,080,000","4,720.01","1,712",Jun-21,HUA GUAN AVENUE,Resale,Land,438.5,"18,426",-,Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"12,345,679","10,020.21","1,232",Jun-21,MOUNTBATTEN ROAD,Resale,Land,930.9,"13,262",-,Detached House,1,Freehold,15,Rest of Central Region,-
REGENT VILLAS,"3,150,000","3,721.11",847,Jun-21,JALAN LIM TAI SEE,Resale,Land,345.7,"9,112",-,Semi-Detached House,1,99 yrs lease commencing from 1991,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,560,000","2,801.87","1,984",Jun-21,KEE SUN AVENUE,Resale,Land,260.3,"21,360",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
VILLA VERDE,"1,680,000","1,622.13","1,036",Jun-21,VERDE PLACE,Resale,Land,150.7,"11,148",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,800,000","2,415.44","1,159",Jun-21,JALAN TANI,Resale,Land,224.4,"12,478",-,Terrace House,1,999 yrs lease commencing from 1875,19,Outside Central Region,-
THE SHORELINE RESIDENCES II,"2,158,000","1,686.72","1,279",Jun-21,WAK HASSAN DRIVE,Resale,Land,156.7,"13,772",-,Terrace House,1,99 yrs lease commencing from 2011,27,Outside Central Region,-
WESTVILLE,"1,550,000","1,630.75",950,Jun-21,WESTWOOD AVENUE,Resale,Land,151.5,"10,231",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,600,000","3,404.65","1,057",Jun-21,HIGHLAND TERRACE,Resale,Land,316.3,"11,382",-,Terrace House,1,Freehold,19,Outside Central Region,-
REBECCA PARK,"29,000,000","20,449.45","1,418",Jun-21,REBECCA ROAD,Resale,Land,"1,899.8","15,265",-,Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
HOLLAND GREEN,"4,300,000","4,951.44",868,Jun-21,HOLLAND GREEN,Resale,Land,460,"9,348",-,Detached House,1,99 yrs lease commencing from 1995,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"2,455,000","2,754.51",891,Jun-21,EASTWOOD GREEN,Resale,Land,255.9,"9,594",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,500,000","8,427.14",890,Jun-21,SALLIM ROAD,Resale,Land,782.9,"9,580",-,Detached House,1,Freehold,14,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,150,000","2,337.94","1,347",Jun-21,JALAN SENANG,Resale,Land,217.2,"14,503",-,Terrace House,1,Freehold,14,Outside Central Region,-
PASIR RIS BEACH PARK,"2,950,000","4,980.5",592,Jun-21,PASIR RIS ROAD,Resale,Land,462.7,"6,376",-,Detached House,1,99 yrs lease commencing from 1978,18,Outside Central Region,-
GARDEN VIEW ESTATE,"3,460,000","2,208.77","1,566",Jun-21,CONWAY CIRCLE,Resale,Land,205.2,"16,862",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,300,000","4,331.43",993,Jun-21,JALAN TELITI,Resale,Land,402.4,"10,686",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
KINGS VILLE,"3,500,000","2,415.44","1,449",Jun-21,KING'S DRIVE,Resale,Land,224.4,"15,597",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
SARACA VILLAS,"1,788,000","1,910.61",936,Jun-21,SARACA TERRACE,Resale,Land,177.5,"10,073",-,Terrace House,1,99 yrs lease commencing from 1997,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,700,000","4,237.79",637,Jun-21,JALAN BUMBONG,Resale,Land,393.7,"6,858",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
FRANKEL ESTATE,"9,800,000","9,151.55","1,071",Jun-21,SIGLAP RISE,Resale,Land,850.2,"11,527",-,Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,000,000","4,305.6","1,394",Jun-21,DEDAP LINK,Resale,Land,400,"15,000",-,Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,994,000","2,026.86","1,477",Jun-21,JALAN YASIN,Resale,Land,188.3,"15,900",-,Terrace House,1,Freehold,14,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"1,900,000","1,044.11","1,820",Jun-21,JALAN KEMAJUAN,Resale,Land,97,"19,588",-,Terrace House,1,Freehold,13,Rest of Central Region,-
SEMBAWANG HILLS ESTATE,"4,850,000","2,738.36","1,771",Jun-21,JALAN MENGKUDU,Resale,Land,254.4,"19,064",-,Terrace House,1,Freehold,20,Outside Central Region,-
THOMSON RIDGE,"4,100,000","2,709.3","1,513",Jun-21,JALAN LEMBAH THOMSON,Resale,Land,251.7,"16,289",-,Terrace House,1,Freehold,20,Rest of Central Region,-
THE SPRINGSIDE,"3,650,000","2,379.92","1,534",Jun-21,SPRINGSIDE PLACE,Resale,Land,221.1,"16,508",-,Terrace House,1,Freehold,26,Outside Central Region,-
OPERA ESTATE,"3,300,000","1,677.03","1,968",Jun-21,JALAN BANGSAWAN,Resale,Land,155.8,"21,181",-,Terrace House,1,Freehold,15,Outside Central Region,-
EASTWOOD GREEN TERRACES,"2,480,000","2,654.4",934,Jun-21,EASTWOOD GREEN,Resale,Land,246.6,"10,057",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
PARADISE ISLAND,"14,600,000","8,051.47","1,813",Jun-21,PARADISE ISLAND,Resale,Land,748,"19,519",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
MERA GARDENS,"1,900,000","1,612.45","1,178",Jun-21,ALMOND CRESCENT,Resale,Land,149.8,"12,684",-,Terrace House,1,99 yrs lease commencing from 1994,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,338,000","2,447.73",955,Jun-21,ANDREWS TERRACE,Resale,Land,227.4,"10,281",-,Terrace House,1,99 yrs lease commencing from 2008,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,500,000","3,971.92","1,888",Jun-21,WATTEN TERRACE,Resale,Land,369,"20,325",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,498,888","3,363.75","1,040",Jun-21,LILAC ROAD,Resale,Land,312.5,"11,196",-,Terrace House,1,Freehold,28,Outside Central Region,-
SERANGOON GARDEN ESTATE,"3,500,000","4,139.83",845,Jun-21,CARDIFF GROVE,Resale,Land,384.6,"9,100",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,380,000","3,939.62","1,112",Jun-21,TOH DRIVE,Resale,Land,366,"11,967",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
SERANGOON GARDEN ESTATE,"3,680,000","2,956.87","1,245",Jun-21,WORTHING ROAD,Resale,Land,274.7,"13,396",-,Terrace House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,676,000","5,904.05",961,Jun-21,WAN THO AVENUE,Resale,Land,548.5,"10,348",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,400,000","2,444.5","1,800",Jun-21,WILLOW AVENUE,Resale,Land,227.1,"19,375",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"10,800,000","10,400.18","1,038",Jun-21,PHILLIPS AVENUE,Resale,Land,966.2,"11,178",-,Detached House,1,999 yrs lease commencing from 1886,19,Outside Central Region,-
