Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
RIVELLE TAMPINES,"2,568,000","1,377.79","1,864",Apr-26,TAMPINES STREET 95,New Sale,Strata,128,"20,063",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,01 to 05
RIVELLE TAMPINES,"2,202,000","1,184.04","1,860",Apr-26,TAMPINES STREET 95,New Sale,Strata,110,"20,018",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,01 to 05
RIVELLE TAMPINES,"2,210,000","1,184.04","1,866",Apr-26,TAMPINES STREET 95,New Sale,Strata,110,"20,091",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,01 to 05
RIVELLE TAMPINES,"2,218,000","1,184.04","1,873",Apr-26,TAMPINES STREET 95,New Sale,Strata,110,"20,164",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,01 to 05
RIVELLE TAMPINES,"2,613,000","1,377.79","1,897",Apr-26,TAMPINES STREET 95,New Sale,Strata,128,"20,414",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,06 to 10
RIVELLE TAMPINES,"2,268,000","1,184.04","1,915",Apr-26,TAMPINES STREET 95,New Sale,Strata,110,"20,618",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,06 to 10
RIVELLE TAMPINES,"2,271,000","1,184.04","1,918",Apr-26,TAMPINES STREET 95,New Sale,Strata,110,"20,645",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,11 to 15
THE BROWNSTONE,"1,470,000","1,054.87","1,394",Apr-26,CANBERRA DRIVE,Resale,Strata,98,"15,000",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
COASTAL CABANA,"1,714,000",914.94,"1,873",Apr-26,JALAN LOYANG BESAR,New Sale,Strata,85,"20,165",-,Executive Condominium,1,99 yrs lease commencing from 2024,17,Outside Central Region,06 to 10
LAKE LIFE,"1,860,000","1,248.62","1,490",Apr-26,TAO CHING ROAD,Resale,Strata,116,"16,034",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,16 to 20
BELLEWOODS,"1,385,000","1,065.64","1,300",Apr-26,WOODLANDS AVENUE 5,Resale,Strata,99,"13,990",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,01 to 05
HERON BAY,"1,385,000","1,033.34","1,340",Apr-26,UPPER SERANGOON VIEW,Resale,Strata,96,"14,427",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
SIGNATURE AT YISHUN,"1,380,000","1,097.93","1,257",Apr-26,YISHUN STREET 51,Resale,Strata,102,"13,529",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
WATERBAY,"2,158,000","1,496.2","1,442",Apr-26,EDGEFIELD PLAINS,Resale,Strata,139,"15,525",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
BELYSA,"1,738,888","1,216.33","1,430",Apr-26,PASIR RIS DRIVE 1,Resale,Strata,113,"15,388",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,16 to 20
THE RAINFOREST,"1,410,000",958,"1,472",Apr-26,CHOA CHU KANG AVENUE 3,Resale,Strata,89,"15,843",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
PRIVE,"1,880,000","1,130.22","1,663",Apr-26,PUNGGOL FIELD,Resale,Strata,105,"17,905",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
WATERWOODS,"2,000,000","1,280.92","1,561",Apr-26,PUNGGOL FIELD WALK,Resale,Strata,119,"16,807",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
SOL ACRES,"1,490,000",925.7,"1,610",Apr-26,CHOA CHU KANG GROVE,Resale,Strata,86,"17,326",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
THE FLORAVALE,"1,478,000","1,323.97","1,116",Apr-26,WESTWOOD AVENUE,Resale,Strata,123,"12,016",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,11 to 15
THE VISIONAIRE,"1,920,000","1,140.98","1,683",Apr-26,CANBERRA DRIVE,Resale,Strata,106,"18,113",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
THE VALES,"1,760,000","1,033.34","1,703",Apr-26,ANCHORVALE CRESCENT,Resale,Strata,96,"18,333",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE QUINTET,"1,480,000","1,291.68","1,146",Apr-26,CHOA CHU KANG STREET 64,Resale,Strata,120,"12,333",-,Executive Condominium,1,99 yrs lease commencing from 2003,23,Outside Central Region,16 to 20
WATERBAY,"1,955,000","1,259.39","1,552",Apr-26,EDGEFIELD PLAINS,Resale,Strata,117,"16,709",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
NORTHWAVE,"1,460,000","1,108.69","1,317",Apr-26,WOODLANDS VIEW,Resale,Strata,103,"14,175",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,11 to 15
NORTHWAVE,"1,035,000",742.72,"1,394",Apr-26,WOODLANDS VIEW,Resale,Strata,69,"15,000",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,11 to 15
COASTAL CABANA,"1,695,000",914.94,"1,853",Apr-26,JALAN LOYANG BESAR,New Sale,Strata,85,"19,941",-,Executive Condominium,1,99 yrs lease commencing from 2024,17,Outside Central Region,01 to 05
NORTHOAKS,"1,950,000","2,346.55",831,Apr-26,WOODLANDS CRESCENT,Resale,Strata,218,"8,945",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,11 to 15
THE TAMPINES TRILLIANT,"1,638,000",871.88,"1,879",Apr-26,TAMPINES CENTRAL 7,Resale,Strata,81,"20,222",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
THE RAINFOREST,"1,368,000",958,"1,428",Apr-26,CHOA CHU KANG AVENUE 3,Resale,Strata,89,"15,371",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
WATERBAY,"1,620,000","1,097.93","1,476",Apr-26,EDGEFIELD PLAINS,Resale,Strata,102,"15,882",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
BELLEWATERS,"1,660,088","1,065.64","1,558",Apr-26,ANCHORVALE CRESCENT,Resale,Strata,99,"16,769",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
FORESTVILLE,"1,280,000","1,087.16","1,177",Apr-26,WOODLANDS DRIVE 16,Resale,Strata,101,"12,673",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
THE QUINTET,"1,400,000","1,270.15","1,102",Apr-26,CHOA CHU KANG STREET 64,Resale,Strata,118,"11,864",-,Executive Condominium,1,99 yrs lease commencing from 2003,23,Outside Central Region,06 to 10
SEA HORIZON,"1,939,000","1,485.43","1,305",Apr-26,PASIR RIS RISE,Resale,Strata,138,"14,051",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
RIVELLE TAMPINES,"2,078,000","1,108.69","1,874",Apr-26,TAMPINES STREET 95,New Sale,Strata,103,"20,175",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,01 to 05
CITYLIFE@TAMPINES,"2,358,000","1,377.79","1,711",Apr-26,TAMPINES CENTRAL 7,Resale,Strata,128,"18,422",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"2,088,000","1,184.04","1,763",Apr-26,ANCHORVALE LANE,Resale,Strata,110,"18,982",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,16 to 20
RIVERCOVE RESIDENCES,"1,400,000",904.18,"1,548",Apr-26,ANCHORVALE LANE,Resale,Strata,84,"16,667",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
RIVELLE TAMPINES,"2,155,000","1,108.69","1,944",Apr-26,TAMPINES STREET 95,New Sale,Strata,103,"20,922",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,06 to 10
THE AMORE,"2,010,000","1,227.1","1,638",Apr-26,EDGEDALE PLAINS,Resale,Strata,114,"17,632",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
THE VALES,"1,240,000",764.24,"1,623",Apr-26,ANCHORVALE CRESCENT,Resale,Strata,71,"17,465",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE TOPIARY,"1,908,888","1,259.39","1,516",Apr-26,FERNVALE LANE,Resale,Strata,117,"16,315",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,16 to 20
RIVELLE TAMPINES,"2,169,000","1,184.04","1,832",Apr-26,TAMPINES STREET 95,New Sale,Strata,110,"19,718",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,06 to 10
OTTO PLACE,"1,994,000","1,194.8","1,669",Apr-26,PLANTATION CLOSE,New Sale,Strata,111,"17,964",-,Executive Condominium,1,99 yrs lease commencing from 2024,24,Outside Central Region,01 to 05
RIVELLE TAMPINES,"2,655,000","1,377.79","1,927",Apr-26,TAMPINES STREET 95,New Sale,Strata,128,"20,742",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,01 to 05
RIVELLE TAMPINES,"2,020,000","1,044.11","1,935",Apr-26,TAMPINES STREET 95,New Sale,Strata,97,"20,825",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,06 to 10
THE TOPIARY,"1,130,000",753.48,"1,500",Apr-26,FERNVALE LANE,Resale,Strata,70,"16,143",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
THE TOPIARY,"1,828,880","1,388.56","1,317",Apr-26,FERNVALE LANE,Resale,Strata,129,"14,177",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,01 to 05
THE TAMPINES TRILLIANT,"1,620,000",871.88,"1,858",Apr-26,TAMPINES CENTRAL 7,Resale,Strata,81,"20,000",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
ARC AT TAMPINES,"1,780,000","1,291.68","1,378",Apr-26,TAMPINES AVENUE 8,Resale,Strata,120,"14,833",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE RAINFOREST,"1,730,000","1,140.98","1,516",Apr-26,CHOA CHU KANG AVENUE 3,Resale,Strata,106,"16,321",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
RIVELLE TAMPINES,"2,605,000","1,377.79","1,891",Apr-26,TAMPINES STREET 95,New Sale,Strata,128,"20,352",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,01 to 05
RIVELLE TAMPINES,"2,811,000","1,377.79","2,040",Apr-26,TAMPINES STREET 95,New Sale,Strata,128,"21,961",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,11 to 15
SOL ACRES,"892,000",570.49,"1,564",Apr-26,CHOA CHU KANG GROVE,Resale,Strata,53,"16,830",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
WATERCOLOURS,"2,325,000","2,281.97","1,019",Apr-26,PASIR RIS LINK,Resale,Strata,212,"10,967",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
BELYSA,"1,500,000","1,054.87","1,422",Apr-26,PASIR RIS DRIVE 1,Resale,Strata,98,"15,306",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
BELLEWOODS,"1,735,000","1,280.92","1,354",Apr-26,WOODLANDS AVENUE 5,Resale,Strata,119,"14,580",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,06 to 10
NUOVO,"2,165,000","1,840.64","1,176",Apr-26,ANG MO KIO AVENUE 9,Resale,Strata,171,"12,661",-,Executive Condominium,1,99 yrs lease commencing from 2001,20,Outside Central Region,01 to 05
THE TERRACE,"1,530,000","1,001.05","1,528",Apr-26,EDGEDALE PLAINS,Resale,Strata,93,"16,452",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
THE CRITERION,"1,230,000",893.41,"1,377",Apr-26,YISHUN STREET 51,Resale,Strata,83,"14,819",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE RAINFOREST,"1,428,000",979.52,"1,458",Apr-26,CHOA CHU KANG AVENUE 3,Resale,Strata,91,"15,692",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
RIVELLE TAMPINES,"1,853,000",925.7,"2,002",Apr-26,TAMPINES STREET 95,New Sale,Strata,86,"21,547",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,11 to 15
RIVELLE TAMPINES,"2,124,000","1,044.11","2,034",Apr-26,TAMPINES STREET 95,New Sale,Strata,97,"21,897",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,06 to 10
RIVELLE TAMPINES,"1,656,000",882.65,"1,876",Apr-26,TAMPINES STREET 95,New Sale,Strata,82,"20,195",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,06 to 10
RIVELLE TAMPINES,"1,690,000",882.65,"1,915",Apr-26,TAMPINES STREET 95,New Sale,Strata,82,"20,610",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,06 to 10
RIVELLE TAMPINES,"2,177,000","1,184.04","1,839",Apr-26,TAMPINES STREET 95,New Sale,Strata,110,"19,791",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,06 to 10
TENET,"1,955,000","1,097.93","1,781",Apr-26,TAMPINES STREET 62,New Sale,Strata,102,"19,167",-,Executive Condominium,1,99 yrs lease commencing from 2021,18,Outside Central Region,01 to 05
NORTHWAVE,"1,270,000",979.52,"1,297",Apr-26,WOODLANDS VIEW,Resale,Strata,91,"13,956",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,480,000",904.18,"1,637",Apr-26,ANCHORVALE LANE,Resale,Strata,84,"17,619",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
SOL ACRES,"1,950,000","1,162.51","1,677",Apr-26,CHOA CHU KANG GROVE,Resale,Strata,108,"18,056",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,21 to 25
THE TAMPINES TRILLIANT,"3,500,000","2,464.96","1,420",Apr-26,TAMPINES CENTRAL 7,Resale,Strata,229,"15,284",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
NOVO PLACE,"1,406,000",871.88,"1,613",Apr-26,PLANTATION CLOSE,New Sale,Strata,81,"17,358",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,06 to 10
NOVO PLACE,"2,035,000","1,162.51","1,751",Apr-26,PLANTATION CLOSE,New Sale,Strata,108,"18,843",-,Executive Condominium,1,99 yrs lease commencing from 2023,24,Outside Central Region,06 to 10
WATERBAY,"1,620,000","1,076.4","1,505",Apr-26,EDGEFIELD PLAINS,Resale,Strata,100,"16,200",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE TAMPINES TRILLIANT,"2,285,000","1,302.44","1,754",Apr-26,TAMPINES CENTRAL 7,Resale,Strata,121,"18,884",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
PRIVE,"1,790,000","1,087.16","1,646",Apr-26,PUNGGOL FIELD,Resale,Strata,101,"17,723",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
EASTVALE,"1,190,000","1,097.93","1,084",Apr-26,PASIR RIS DRIVE 3,Resale,Strata,102,"11,667",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
CITYLIFE@TAMPINES,"2,088,888","1,248.62","1,673",Apr-26,TAMPINES CENTRAL 7,Resale,Strata,116,"18,008",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
THE BROWNSTONE,"1,538,888",990.29,"1,554",Apr-26,CANBERRA DRIVE,Resale,Strata,92,"16,727",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
BELLEWOODS,"1,560,000","1,151.75","1,354",Apr-26,WOODLANDS AVENUE 5,Resale,Strata,107,"14,579",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,01 to 05
COASTAL CABANA,"2,177,000","1,205.57","1,806",Apr-26,JALAN LOYANG BESAR,New Sale,Strata,112,"19,438",-,Executive Condominium,1,99 yrs lease commencing from 2024,17,Outside Central Region,06 to 10
RIVELLE TAMPINES,"1,801,000",925.7,"1,946",Apr-26,TAMPINES STREET 95,New Sale,Strata,86,"20,942",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,06 to 10
ARC AT TAMPINES,"1,358,000",958,"1,418",Apr-26,TAMPINES AVENUE 8,Resale,Strata,89,"15,258",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
NORTHWAVE,"1,235,000",979.52,"1,261",Apr-26,WOODLANDS VIEW,Resale,Strata,91,"13,571",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,06 to 10
SIMEI GREEN CONDOMINIUM,"1,288,888","1,248.62","1,032",Apr-26,SIMEI STREET 4,Resale,Strata,116,"11,111",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
SOL ACRES,"1,307,000",850.36,"1,537",Apr-26,CHOA CHU KANG GROVE,Resale,Strata,79,"16,544",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
AUSTVILLE RESIDENCES,"1,470,000","1,033.34","1,423",Apr-26,SENGKANG EAST AVENUE,Resale,Strata,96,"15,313",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
AUSTVILLE RESIDENCES,"1,420,000","1,022.58","1,389",Apr-26,SENGKANG EAST AVENUE,Resale,Strata,95,"14,947",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
TWIN WATERFALLS,"1,728,000","1,108.69","1,559",Apr-26,PUNGGOL WALK,Resale,Strata,103,"16,777",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
SEA HORIZON,"1,368,888","1,033.34","1,325",Apr-26,PASIR RIS RISE,Resale,Strata,96,"14,259",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
AUSTVILLE RESIDENCES,"1,375,000","1,022.58","1,345",Apr-26,SENGKANG EAST AVENUE,Resale,Strata,95,"14,474",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
NUOVO,"1,708,888","1,280.92","1,334",Apr-26,ANG MO KIO AVENUE 9,Resale,Strata,119,"14,360",-,Executive Condominium,1,99 yrs lease commencing from 2001,20,Outside Central Region,11 to 15
SIGNATURE AT YISHUN,"1,360,000","1,076.4","1,263",Apr-26,YISHUN STREET 51,Resale,Strata,100,"13,600",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
NORTHOAKS,"1,050,000","1,237.86",848,Apr-26,WOODLANDS CRESCENT,Resale,Strata,115,"9,130",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,06 to 10
WATERBAY,"1,655,000","1,097.93","1,507",Apr-26,EDGEFIELD PLAINS,Resale,Strata,102,"16,225",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
BELLEWATERS,"2,030,000","1,237.86","1,640",Apr-26,ANCHORVALE CRESCENT,Resale,Strata,115,"17,652",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
THE BROWNSTONE,"1,670,888","1,087.16","1,537",Apr-26,CANBERRA DRIVE,Resale,Strata,101,"16,543",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
RIVELLE TAMPINES,"2,148,000","1,108.69","1,937",Apr-26,TAMPINES STREET 95,New Sale,Strata,103,"20,854",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,06 to 10
COASTAL CABANA,"1,825,000","1,011.82","1,804",Apr-26,JALAN LOYANG BESAR,New Sale,Strata,94,"19,415",-,Executive Condominium,1,99 yrs lease commencing from 2024,17,Outside Central Region,06 to 10
RIVELLE TAMPINES,"2,109,000","1,108.69","1,902",Apr-26,TAMPINES STREET 95,New Sale,Strata,103,"20,476",-,Executive Condominium,1,99 yrs lease commencing from 2025,18,Outside Central Region,01 to 05
AUSTVILLE RESIDENCES,"1,300,000","1,087.16","1,196",Apr-26,SENGKANG EAST AVENUE,Resale,Strata,101,"12,871",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
THE TOPIARY,"2,900,000","2,174.33","1,334",Apr-26,FERNVALE LANE,Resale,Strata,202,"14,356",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,21 to 25
LA CASA,"1,270,000","1,140.98","1,113",Apr-26,WOODLANDS DRIVE 16,Resale,Strata,106,"11,981",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,01 to 05
LAKE LIFE,"1,470,000","1,022.58","1,438",Apr-26,TAO CHING ROAD,Resale,Strata,95,"15,474",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
WOODSVALE,"1,200,000","1,227.1",978,Apr-26,WOODLANDS DRIVE 72,Resale,Strata,114,"10,526",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,720,000","1,108.69","1,551",Apr-26,ANCHORVALE LANE,Resale,Strata,103,"16,699",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
THE BROWNSTONE,"1,445,000",947.23,"1,525",Apr-26,CANBERRA DRIVE,Resale,Strata,88,"16,420",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
